pair,count,avg_loss_ratio,avg_stability_score
progressive_compression_gate -> gelu,1,0.014898249879067408,1.0
linear_proj -> selective_scan,1,0.012764990818213355,1.0
relu_gate_routing -> moe_2expert,1,0.012764990818213355,1.0
relu -> topk_gate,1,0.009926662266537989,1.0
topk_gate -> layernorm,1,0.009926662266537989,1.0
token_type_classifier -> silu,1,0.013571650965684126,1.0
silu -> dynamic_norm,1,0.013571650965684126,1.0
no_norm -> linear_proj,1,0.013690477703002817,1.0
linear_proj -> token_type_classifier,1,0.013690477703002817,1.0
token_type_classifier -> linear_proj,1,0.013690477703002817,1.0
gated_linear -> token_pool_restore,1,0.01208256215188461,1.0
token_pool_restore -> sin,1,0.01208256215188461,1.0
token_pool_restore -> gelu,1,0.01208256215188461,1.0
ternary_projection -> no_norm,1,0.011828893902529426,1.0
no_norm -> linear_proj_down,1,0.011828893902529426,1.0
sliding_window_mask -> block_sparse_linear,1,0.013665032473314348,1.0
abs -> relu_gate_routing,1,0.013264345939088536,1.0
no_norm -> abs,1,0.013882428871833767,1.0
abs -> abs,1,0.013882428871833767,1.0
ternary_projection -> topk_gate,1,0.011832180909577134,1.0
dynamic_norm -> neg,1,0.01649345722729324,1.0
dynamic_norm -> topk_gate,1,0.01649345722729324,1.0
fused_linear_gelu -> layernorm,1,0.01649345722729324,1.0
layernorm -> latent_attention_compressor,1,0.01649345722729324,1.0
softmax_last -> cos,1,0.01746302499699364,1.0
block_sparse_linear -> softmax_attention,1,0.016965036404607954,1.0
sin -> linear_attention,1,0.013880786414735126,1.0
ternary_projection -> softmax_attention,1,0.011258930866128438,1.0
square -> exp,1,0.011258930866128438,1.0
abs -> log,1,0.011258930866128438,1.0
log -> linear_proj_up,1,0.011258930866128438,1.0
ternary_projection -> sin,1,0.012290981298818589,1.0
linear_proj -> conv1d_seq,1,0.011057652381962888,1.0
linear_proj_down -> ternary_projection,1,0.011057652381962888,1.0
ternary_projection -> moe_2expert,1,0.011057652381962888,1.0
token_type_classifier -> gelu,1,0.0122637072035939,1.0
gelu -> dynamic_norm,1,0.0122637072035939,1.0
relu -> local_window_attn,1,0.015183714680701437,1.0
local_window_attn -> learnable_bias,1,0.015183714680701437,1.0
sqrt -> sigmoid_norm,1,0.013845178269674113,1.0
rmsnorm -> rmsnorm_pre,1,0.013845178269674113,1.0
rmsnorm_pre -> linear_proj,1,0.013845178269674113,1.0
softmax_last -> sin,1,0.013898487341365676,1.0
linear_proj -> graph_attention,1,0.012733442822210643,1.0
linear_proj -> no_norm,1,0.012733442822210643,1.0
graph_attention -> silu,1,0.012733442822210643,1.0
silu -> abs,1,0.012733442822210643,1.0
ternary_projection -> nm_sparse_linear,1,0.014318888180652682,1.0
concat -> scatter_unsort,1,0.013180128924685031,1.0
nm_sparse_linear -> scatter_unsort,1,0.013180128924685031,1.0
scatter_unsort -> add,1,0.013180128924685031,1.0
sin -> square,1,0.014247366409184031,1.0
block_sparse_linear -> linear_attention,1,0.01304093692001037,1.0
no_norm -> selective_scan,1,0.010914922528246662,1.0
selective_scan -> abs,1,0.010914922528246662,1.0
causal_mask -> add,1,0.013992065365290214,1.0
local_window_attn -> block_sparse_linear,1,0.0141876398791534,1.0
latent_attention_compressor -> gelu,1,0.014163103152612332,1.0
relu -> rwkv_time_mixing,1,0.009094341088406127,1.0
rwkv_time_mixing -> square,1,0.009094341088406127,1.0
tropical_attention -> graph_attention,1,0.015529428236866375,1.0
linear_proj -> block_sparse_linear,1,0.013077859985959844,1.0
add -> conv1d_seq,1,0.010604900056982114,1.0
learnable_bias -> layernorm_pre,1,0.008870864356943139,1.0
layernorm_pre -> log,1,0.008870864356943139,1.0
ternary_projection -> token_pool_restore,1,0.01545096664079274,1.0
token_pool_restore -> linear_proj_up,1,0.01545096664079274,1.0
fused_linear_gelu -> sin,1,0.012117969580590847,1.0
neg -> linear_proj,1,0.012117969580590847,1.0
sqrt -> rmsnorm,1,0.01224170470483091,1.0
rmsnorm -> moe_topk,1,0.01224170470483091,1.0
moe_topk -> block_sparse_linear,1,0.01224170470483091,1.0
linear_proj -> fourier_mixing,1,0.012487335138138211,1.0
fourier_mixing -> sliding_window_mask,1,0.012487335138138211,1.0
cos -> topk_gate,1,0.011048233116638098,1.0
topk_gate -> rwkv_channel,1,0.011048233116638098,1.0
linear_proj -> abs,1,0.01081607776372418,1.0
relu -> silu,1,0.01081607776372418,1.0
relu_gate_routing -> relu,1,0.010984574212214765,1.0
token_pool_restore -> progressive_compression_gate,1,0.012844270405561017,1.0
moe_2expert -> latent_attention_compressor,1,0.012595281219996547,1.0
latent_attention_compressor -> causal_mask,1,0.012595281219996547,1.0
latent_attention_compressor -> token_type_classifier,1,0.015575676047156387,1.0
gated_linear -> cos,1,0.015575676047156387,1.0
cos -> linear_proj_down,1,0.015575676047156387,1.0
linear_proj_down -> neg,1,0.015575676047156387,1.0
block_sparse_linear -> rmsnorm,1,0.014497962220952584,1.0
layernorm -> gelu,1,0.011364551937633565,1.0
latent_attention_compressor -> topk_gate,1,0.013119344501412694,1.0
add -> local_window_attn,1,0.013119344501412694,1.0
local_window_attn -> add,1,0.013119344501412694,1.0
sin -> moe_2expert,1,0.011023188748951506,1.0
rmsnorm -> group_norm,1,0.010550743287506662,1.0
semi_structured_2_4_linear -> ternary_projection,1,0.012120529280585672,1.0
gelu -> linear_proj_up,1,0.013531726096376739,1.0
linear_proj_up -> moe_2expert,1,0.013531726096376739,1.0
moe_2expert -> learnable_bias,1,0.013531726096376739,1.0
moe_2expert -> selective_scan,1,0.013531726096376739,1.0
token_type_classifier -> sin,1,0.013531726096376739,1.0
semi_structured_2_4_linear -> relu_gate_routing,1,0.011444125846365874,1.0
token_type_classifier -> cos,1,0.01745791419818057,1.0
sigmoid_norm -> linear_attention,1,0.011400184461330655,1.0
linear_attention -> linear_attention,1,0.011400184461330655,1.0
linear_attention -> log,1,0.011400184461330655,1.0
log -> sigmoid,1,0.011400184461330655,1.0
sigmoid -> gated_linear,1,0.011400184461330655,1.0
sliding_window_mask -> nm_sparse_linear,1,0.014677108836866622,1.0
nm_sparse_linear -> sin,1,0.014677108836866622,1.0
token_type_classifier -> ternary_projection,1,0.014677108836866622,1.0
conv1d_seq -> learnable_scale,1,0.01318379145694395,1.0
rwkv_channel -> linear_proj,1,0.010540466249283982,1.0
exp -> ternary_projection,1,0.013281841491642805,1.0
ternary_projection -> conv1d_seq,1,0.013281841491642805,1.0
conv1d_seq -> ternary_projection,1,0.013281841491642805,1.0
linear_proj -> nm_sparse_linear,1,0.013738240884869038,1.0
nm_sparse_linear -> token_type_classifier,1,0.013738240884869038,1.0
token_type_classifier -> selective_scan,1,0.014061371526868578,1.0
selective_scan -> transpose_sd,1,0.014061371526868578,1.0
transpose_sd -> topk_gate,1,0.014061371526868578,1.0
conv_only -> moe_2expert,1,0.012672744667159326,1.0
moe_2expert -> moe_2expert,1,0.012672744667159326,1.0
moe_2expert -> conv1d_seq,1,0.012672744667159326,1.0
conv1d_seq -> selective_scan,1,0.012672744667159326,1.0
learnable_scale -> conv1d_seq,1,0.013045758570406287,1.0
gated_linear -> conv_only,1,0.013045758570406287,1.0
local_window_attn -> linear_proj_up,1,0.013351931964261616,1.0
local_window_attn -> token_type_classifier,1,0.013351931964261616,1.0
fused_linear_gelu -> linear_proj_up,1,0.010594685887031035,1.0
linear_proj_up -> fourier_mixing,1,0.010594685887031035,1.0
fourier_mixing -> moe_topk,1,0.010594685887031035,1.0
learnable_bias -> group_norm,1,0.012827004639178874,1.0
group_norm -> sin,1,0.012827004639178874,1.0
fused_linear_gelu -> cos,1,0.01305172832762425,1.0
cos -> moe_topk,1,0.01305172832762425,1.0
abs -> linear_proj,1,0.01305172832762425,1.0
progressive_compression_gate -> latent_attention_compressor,1,0.012940504961326302,1.0
latent_attention_compressor -> neg,1,0.012940504961326302,1.0
neg -> linear_proj_up,1,0.012940504961326302,1.0
linear_proj -> transpose_sd,1,0.009714700350612745,1.0
transpose_sd -> token_pool_restore,1,0.009714700350612745,1.0
token_pool_restore -> add,1,0.009714700350612745,1.0
progressive_compression_gate -> abs,1,0.008070331150690998,1.0
abs -> cos,1,0.008070331150690998,1.0
exp -> relu,1,0.012719329645487639,1.0
sqrt -> learnable_scale,1,0.012719329645487639,1.0
sin -> learnable_bias,1,0.01760355900041433,1.0
nm_sparse_linear -> selective_scan,1,0.01760355900041433,1.0
selective_scan -> layernorm_pre,1,0.01760355900041433,1.0
silu -> nm_sparse_linear,1,0.013257738158636885,1.0
neg -> progressive_compression_gate,1,0.01117639098216371,1.0
moe_2expert -> softmax_attention,1,0.013733882898059683,1.0
softmax_attention -> sliding_window_mask,1,0.013733882898059683,1.0
softmax_attention -> cos,1,0.013733882898059683,1.0
square -> sqrt,1,0.008630660852511539,1.0
sqrt -> block_sparse_linear,1,0.008630660852511539,1.0
moe_2expert -> layernorm_pre,1,0.008630660852511539,1.0
layernorm_pre -> selective_scan,1,0.008630660852511539,1.0
progressive_compression_gate -> rmsnorm_pre,1,0.01069206035743222,1.0
rmsnorm_pre -> nm_sparse_linear,1,0.01069206035743222,1.0
abs -> selective_scan,1,0.01069206035743222,1.0
relu_gate_routing -> tanh,1,0.007015332842250834,1.0
tanh -> conv_only,1,0.007015332842250834,1.0
linear_proj -> sigmoid,1,0.0125105233252449,1.0
linear_proj -> learnable_bias,1,0.0125105233252449,1.0
sigmoid -> moe_2expert,1,0.0125105233252449,1.0
linear_proj_down -> rwkv_time_mixing,1,0.0125105233252449,1.0
rwkv_time_mixing -> rwkv_channel,1,0.0125105233252449,1.0
gated_linear -> gelu,1,0.01753296037031087,1.0
gated_linear -> swiglu_mlp,1,0.01753296037031087,1.0
gelu -> rmsnorm,1,0.01753296037031087,1.0
softmax_attention -> topk_gate,1,0.013278199360481547,1.0
add -> sliding_window_mask,1,0.013278199360481547,1.0
dynamic_norm -> cos,1,0.012189544890689265,1.0
cos -> moe_2expert,1,0.012189544890689265,1.0
progressive_compression_gate -> block_sparse_linear,1,0.01316344356126497,1.0
block_sparse_linear -> group_norm,1,0.01316344356126497,1.0
softmax_attention -> linear_proj_up,1,0.01316344356126497,1.0
semi_structured_2_4_linear -> latent_attention_compressor,1,0.012258814128931402,1.0
moe_2expert -> sin,1,0.01051297695202623,1.0
moe_topk -> rmsnorm_pre,1,0.011665909893451938,1.0
rmsnorm_pre -> layernorm,1,0.011665909893451938,1.0
layernorm -> learnable_bias,1,0.011665909893451938,1.0
learnable_bias -> linear_proj_up,1,0.011665909893451938,1.0
learnable_scale -> sin,1,0.011665909893451938,1.0
selective_scan -> learnable_scale,1,0.014532457462351312,1.0
learnable_scale -> fourier_mixing,1,0.007556078570269912,1.0
fourier_mixing -> abs,1,0.007556078570269912,1.0
abs -> nm_sparse_linear,1,0.007556078570269912,1.0
nm_sparse_linear -> block_sparse_linear,1,0.007556078570269912,1.0
block_sparse_linear -> relu_gate_routing,1,0.007556078570269912,1.0
relu_gate_routing -> square,1,0.007556078570269912,1.0
silu -> block_sparse_linear,1,0.013360920208303578,1.0
sqrt -> moe_2expert,1,0.011939620601023762,1.0
add -> graph_attention,1,0.011939620601023762,1.0
add -> swiglu_mlp,1,0.011939620601023762,1.0
swiglu_mlp -> ternary_projection,1,0.011939620601023762,1.0
neg -> relu_gate_routing,1,0.011605181193264185,1.0
relu_gate_routing -> moe_topk,1,0.011605181193264185,1.0
ternary_projection -> sign_ste,1,0.013177753140293251,1.0
sign_ste -> token_type_classifier,1,0.013177753140293251,1.0
swiglu_mlp -> tropical_matmul,1,0.014165855621400138,0.0
tied_proj -> outer_product,1,0.014044789032657335,1.0
ternary_projection -> tropical_add,1,0.015260899932576278,1.0
tropical_add -> hyperbolic_norm,1,0.015260899932576278,1.0
gelu -> split2,1,0.01110176325486325,1.0
hyp_linear -> linear_proj_up,1,0.013473745173494447,1.0
log_map -> split2,1,0.014782814028253651,1.0
concat -> stdp_attention,1,0.014782814028253651,1.0
stdp_attention -> sigmoid,1,0.014782814028253651,1.0
block_sparse_linear -> geometric_product,1,0.01550879677584017,1.0
sigmoid -> stdp_attention,1,0.014436956842493888,1.0
stdp_attention -> linear_proj_up,1,0.014436956842493888,1.0
linear_proj_up -> linear_proj_up,1,0.012620142827651469,1.0
split2 -> semi_structured_2_4_linear,1,0.015845665252438287,1.0
semi_structured_2_4_linear -> concat,1,0.015845665252438287,1.0
concat -> hyp_linear,1,0.015845665252438287,1.0
hyp_linear -> linear_proj_down,1,0.015845665252438287,1.0
spike_rate_code -> tied_proj,1,0.01183423048065204,1.0
log_map -> linear_proj_down,1,0.012101274891142004,1.0
linear_proj_up -> selective_scan,1,0.014201129880233152,1.0
block_sparse_linear -> grade_mix,1,0.013433012698931409,1.0
grade_mix -> shared_basis_proj,1,0.013433012698931409,1.0
linear_proj_down -> low_rank_proj,1,0.010070702357569855,1.0
linear_proj_down -> outer_product,1,0.010070702357569855,1.0
low_rank_proj -> outer_product,1,0.010070702357569855,1.0
outer_product -> linear_proj,1,0.010070702357569855,1.0
topk_gate -> split2,1,0.017373783163659538,1.0
split2 -> relu_gate_routing,1,0.017373783163659538,1.0
relu_gate_routing -> ternary_projection,1,0.017373783163659538,1.0
spike_rate_code -> clifford_attention,1,0.013754019159093021,1.0
clifford_attention -> block_sparse_linear,1,0.013754019159093021,1.0
low_rank_proj -> moe_2expert,1,0.011447304897401917,1.0
moe_2expert -> learnable_scale,1,0.011447304897401917,1.0
integral_kernel -> relu_gate_routing,1,0.013906729062280115,1.0
abs -> conv1d_seq,1,0.013340591152281235,1.0
conv1d_seq -> progressive_compression_gate,1,0.013340591152281235,1.0
linear_proj_up -> token_merge,1,0.014352502663159114,1.0
token_merge -> ultrametric_attention,1,0.014352502663159114,1.0
integral_kernel -> latent_attention_compressor,1,0.014454505285717956,1.0
padic_gate -> div_safe,1,0.01204249667420409,1.0
div_safe -> linear_proj_up,1,0.01204249667420409,1.0
tropical_gate -> tropical_add,1,0.014217383704168607,1.0
tropical_add -> block_sparse_linear,1,0.014217383704168607,1.0
block_sparse_linear -> semi_structured_2_4_linear,1,0.014217383704168607,1.0
linear_proj_down -> causal_mask,1,0.014390930889284193,1.0
split2 -> stdp_attention,1,0.014390930889284193,1.0
stdp_attention -> concat,1,0.014390930889284193,1.0
maximum -> progressive_compression_gate,1,0.011875651398015129,1.0
lif_neuron -> moe_2expert,1,0.010264023430616349,1.0
stdp_attention -> grade_select,1,0.01384259164267062,1.0
grade_select -> integral_kernel,1,0.01384259164267062,1.0
square -> sub,1,0.01273194055105555,1.0
sub -> block_sparse_linear,1,0.01273194055105555,1.0
integral_kernel -> sub,1,0.013736595089260254,1.0
sub -> tropical_gate,1,0.013736595089260254,1.0
tropical_gate -> ultrametric_attention,1,0.013736595089260254,1.0
tropical_center -> grade_select,1,0.014045319199108005,1.0
grade_select -> sub,1,0.014045319199108005,1.0
bottleneck_proj -> tropical_attention,1,0.01285265209657536,1.0
tropical_attention -> linear_proj,1,0.01285265209657536,1.0
linear_proj_up -> linear_proj_down,1,0.013254199961583604,1.0
linear_proj_down -> maximum,1,0.013254199961583604,1.0
relu_gate_routing -> maximum,1,0.013254199961583604,1.0
maximum -> stdp_attention,1,0.013254199961583604,1.0
stdp_attention -> linear_proj,1,0.013254199961583604,1.0
linear_proj -> topk_gate,1,0.014787149871376819,1.0
concat -> clifford_attention,1,0.015001690295335664,1.0
clifford_attention -> tropical_add,1,0.015001690295335664,1.0
linear_proj_down -> learnable_bias,1,0.016150183564144775,1.0
linear_proj -> tropical_router,1,0.016150183564144775,1.0
lif_neuron -> semi_structured_2_4_linear,1,0.013759155922222724,1.0
block_sparse_linear -> sub,1,0.016998325964376438,1.0
token_merging -> tropical_add,1,0.016998325964376438,1.0
tropical_add -> cosine_similarity,1,0.016998325964376438,1.0
cosine_similarity -> sub,1,0.016998325964376438,1.0
sub -> conv1d_seq,1,0.016998325964376438,1.0
neg -> tropical_add,1,0.014704515078091597,1.0
linear_proj -> clifford_attention,1,0.013706506853176351,1.0
clifford_attention -> integral_kernel,1,0.013706506853176351,1.0
lif_neuron -> latent_attention_compressor,1,0.014037423246668339,1.0
geometric_product -> tanh,1,0.017515446876774584,1.0
tanh -> grade_select,1,0.017515446876774584,1.0
hyp_tangent_nonlinear -> geometric_product,1,0.015210714322557509,1.0
geometric_product -> tropical_attention,1,0.015210714322557509,1.0
latent_attention_compressor -> relu_gate_routing,1,0.015210714322557509,1.0
latent_attention_compressor -> mul,1,0.015210714322557509,1.0
add -> mul,1,0.015210714322557509,1.0
abs -> tied_proj,1,0.015326159591752665,1.0
tied_proj -> tropical_center,1,0.015326159591752665,1.0
tropical_center -> sigmoid,1,0.015326159591752665,1.0
sigmoid -> linear_proj,1,0.015326159591752665,1.0
linear_proj_up -> neg,1,0.011084054493741644,1.0
split2 -> fixed_point_iter,1,0.015729879825396895,1.0
fixed_point_iter -> grade_mix,1,0.015729879825396895,1.0
padic_gate -> rwkv_channel,1,0.00881851107091064,1.0
rwkv_channel -> conv1d_seq,1,0.00881851107091064,1.0
conv1d_seq -> moe_2expert,1,0.00881851107091064,1.0
progressive_compression_gate -> low_rank_proj,1,0.011866123007921964,1.0
fixed_point_iter -> bottleneck_proj,1,0.015542042233104646,1.0
tropical_attention -> moe_2expert,1,0.01219258322660831,1.0
clifford_attention -> matmul,1,0.013551047108997941,1.0
token_merging -> block_sparse_linear,1,0.01356143614979951,1.0
linear_proj -> causal_mask,1,0.01356143614979951,1.0
hyp_tangent_nonlinear -> shared_basis_proj,1,0.016983246910036023,1.0
grade_mix -> semi_structured_2_4_linear,1,0.01261763986655605,1.0
bottleneck_proj -> fused_linear_gelu,1,0.01642902590394928,1.0
fused_linear_gelu -> matmul,1,0.01642902590394928,1.0
moe_2expert -> matmul,1,0.01642902590394928,1.0
tropical_matmul -> add,1,0.01642902590394928,1.0
moe_2expert -> grade_mix,1,0.011676313140649488,1.0
stdp_attention -> token_merging,1,0.013325488939795934,1.0
token_merging -> rwkv_channel,1,0.013325488939795934,1.0
learnable_scale -> moe_2expert,1,0.011686329171539445,1.0
padic_gate -> shared_basis_proj,1,0.013967075262341925,1.0
stdp_attention -> linear_proj_down,1,0.013451644477020788,1.0
tropical_attention -> maximum,1,0.011888184546928228,1.0
maximum -> ternary_projection,1,0.011888184546928228,1.0
tropical_gate -> moe_2expert,1,0.01404007131696637,1.0
relu -> shared_basis_proj,1,0.011385339617818574,1.0
linear_proj -> ultrametric_attention,1,0.012715182145939965,1.0
shared_basis_proj -> stdp_attention,1,0.013750283561117948,1.0
split2 -> linear_proj_down,1,0.011686834958520267,1.0
fused_linear_gelu -> linear_proj_down,1,0.012107805611234207,1.0
cascade -> low_rank_proj,1,0.016303992611481914,1.0
split2 -> geometric_product,1,0.016303992611481914,1.0
geometric_product -> concat,1,0.016303992611481914,1.0
padic_gate -> linear_proj_down,1,0.016364832928696383,1.0
learnable_scale -> padic_residual,1,0.014808159607004516,1.0
local_window_attn -> tropical_add,1,0.013330809844121817,1.0
conv1d_seq -> tropical_add,1,0.013330809844121817,1.0
tropical_add -> bottleneck_proj,1,0.013330809844121817,1.0
hyp_linear -> split2,1,0.014243392951425798,1.0
spike_rate_code -> relu,1,0.014243392951425798,1.0
progressive_compression_gate -> geometric_product,1,0.015448593245776136,1.0
geometric_product -> tied_proj,1,0.015448593245776136,1.0
tied_proj -> grade_select,1,0.015448593245776136,1.0
grade_select -> tropical_gate,1,0.015448593245776136,1.0
tied_proj -> linear_proj_down,1,0.014125709557662139,1.0
linear_proj_up -> tied_proj,1,0.014125709557662139,1.0
tropical_add -> sub,1,0.016428810197940673,1.0
tropical_add -> poincare_add,1,0.013031573533535451,1.0
tied_proj -> split2,1,0.013031573533535451,1.0
poincare_add -> gelu,1,0.016294461377772983,1.0
nm_sparse_linear -> tropical_matmul,1,0.01302775052983116,1.0
tied_proj -> selective_scan,1,0.01302775052983116,1.0
latent_attention_compressor -> ultrametric_attention,1,0.01302775052983116,1.0
grade_select -> outer_product,1,0.013646266137754813,1.0
outer_product -> lif_neuron,1,0.013646266137754813,1.0
lif_neuron -> low_rank_proj,1,0.013646266137754813,1.0
low_rank_proj -> neg,1,0.014920821419293639,1.0
maximum -> tropical_router,1,0.01339227374511497,1.0
tropical_router -> geometric_product,1,0.01339227374511497,1.0
ultrametric_attention -> padic_residual,1,0.014302724613180322,1.0
layernorm -> padic_gate,1,0.016076034590465207,1.0
nm_sparse_linear -> moe_2expert,1,0.01339646116558731,1.0
moe_2expert -> tied_proj,1,0.01339646116558731,1.0
rwkv_channel -> rotor_transform,1,0.016054990054796246,1.0
gelu -> tropical_add,1,0.013906855520523731,1.0
tropical_add -> token_merging,1,0.013906855520523731,1.0
token_merging -> lif_neuron,1,0.013906855520523731,1.0
padic_expand -> geometric_product,1,0.014846241809441873,1.0
hyp_linear -> exp_map,1,0.01718160424004635,1.0
exp_map -> concat,1,0.01718160424004635,1.0
tropical_matmul -> tropical_router,1,0.013131045969580181,1.0
rmsnorm -> tropical_matmul,1,0.013941760663914523,1.0
tropical_matmul -> latent_attention_compressor,1,0.013941760663914523,1.0
token_merge -> block_sparse_linear,1,0.013253590828050383,1.0
add -> rotor_transform,1,0.012788708001045848,1.0
rotor_transform -> block_sparse_linear,1,0.012788708001045848,1.0
tropical_add -> ternary_projection,1,0.01011558066594797,1.0
shared_basis_proj -> linear_proj,1,0.014583843266774614,1.0
linear_proj -> learnable_scale,1,0.014583843266774614,1.0
learnable_scale -> grade_select,1,0.014583843266774614,1.0
tied_proj -> relu,1,0.015640932270791955,1.0
relu -> grade_mix,1,0.015640932270791955,1.0
moe_2expert -> padic_residual,1,0.013117015476899498,1.0
tropical_moe -> neg,1,0.013581428100813272,1.0
linear_proj_up -> tropical_gate,1,0.01320218378167436,1.0
topk_gate -> ternary_projection,1,0.01351108837376763,1.0
ternary_projection -> latent_attention_compressor,1,0.01351108837376763,1.0
latent_attention_compressor -> bottleneck_proj,1,0.01351108837376763,1.0
padic_residual -> poincare_add,1,0.01599742173815182,1.0
split2 -> selective_scan,1,0.013947972624819562,1.0
selective_scan -> concat,1,0.013947972624819562,1.0
clifford_attention -> grade_mix,1,0.01316287570849776,1.0
concat -> token_merging,1,0.01316287570849776,1.0
abs -> split2,1,0.015265265935126936,1.0
tropical_router -> concat,1,0.015265265935126936,1.0
hyp_linear -> selective_scan,1,0.009845921400379602,1.0
tropical_gate -> speculative,1,0.009845921400379602,1.0
bottleneck_proj -> tropical_moe,1,0.013401568476221556,1.0
tropical_matmul -> abs,1,0.013401568476221556,1.0
abs -> shared_basis_proj,1,0.013401568476221556,1.0
tropical_matmul -> grade_mix,1,0.014213001732400223,1.0
log_map -> tropical_matmul,1,0.015581013043677722,1.0
shared_basis_proj -> sub,1,0.015581013043677722,1.0
outer_product -> tropical_router,1,0.01337198357629211,1.0
tropical_router -> integral_kernel,1,0.01337198357629211,1.0
progressive_compression_gate -> fixed_point_iter,1,0.010683188148071324,1.0
fixed_point_iter -> gelu,1,0.010683188148071324,1.0
tropical_moe -> ultrametric_attention,1,0.013985093412596235,1.0
grade_mix -> ternary_projection,1,0.014974546515510218,1.0
grade_mix -> sigmoid,1,0.013227909933923804,1.0
tied_proj -> matmul,1,0.013454801054787713,1.0
matmul -> tropical_attention,1,0.013454801054787713,1.0
shared_basis_proj -> low_rank_proj,1,0.013454801054787713,1.0
rwkv_channel -> sliding_window_mask,1,0.010190633966274504,1.0
rwkv_channel -> minimum,1,0.010190633966274504,1.0
sliding_window_mask -> minimum,1,0.010190633966274504,1.0
latent_attention_compressor -> tropical_add,1,0.010190633966274504,1.0
geometric_product -> outer_product,1,0.013330061826104406,1.0
concat -> latent_attention_compressor,1,0.017098441056994203,1.0
tropical_matmul -> bottleneck_proj,1,0.0143121462336303,1.0
clifford_attention -> split2,1,0.01343259090373801,1.0
grade_select -> ternary_projection,1,0.01627602676134943,1.0
input -> mod_topk,1,0.01370361585321303,1.0
layernorm -> tropical_matmul,1,0.01185629343633493,1.0
shared_basis_proj -> rwkv_channel,1,0.01185629343633493,1.0
padic_residual -> sliding_window_mask,1,0.013660850708774866,1.0
selective_scan -> hyp_tangent_nonlinear,1,0.014595603710782432,1.0
hyp_tangent_nonlinear -> linear_proj_down,1,0.014595603710782432,1.0
tropical_gate -> tied_proj,1,0.015832978834406302,1.0
tropical_matmul -> linear_proj_up,1,0.011510344601071297,1.0
lif_neuron -> tropical_moe,1,0.01299490781572799,1.0
tropical_moe -> adaptive_recursion,1,0.01299490781572799,1.0
adaptive_recursion -> add,1,0.01299490781572799,1.0
tropical_attention -> cosine_similarity,1,0.013316428566990252,1.0
cosine_similarity -> linear_proj_down,1,0.013316428566990252,1.0
cosine_similarity -> add,1,0.013316428566990252,1.0
add -> spike_rate_code,1,0.013316428566990252,1.0
grade_mix -> mul,1,0.014064991992724865,1.0
mul -> integral_kernel,1,0.014064991992724865,1.0
tropical_router -> nm_sparse_linear,1,0.016672229019264195,1.0
nm_sparse_linear -> low_rank_proj,1,0.016672229019264195,1.0
moe_2expert -> tropical_gate,1,0.010382996628218432,1.0
padic_residual -> geometric_product,1,0.011650547867599868,1.0
geometric_product -> rope_rotate,1,0.011650547867599868,1.0
rope_rotate -> latent_attention_compressor,1,0.011650547867599868,1.0
low_rank_proj -> gelu,1,0.014308849643383921,1.0
token_merging -> tropical_gate,1,0.015315012902928504,1.0
tropical_gate -> grade_select,1,0.015315012902928504,1.0
padic_gate -> linear_proj_up,1,0.011569831773687147,1.0
speculative -> rwkv_channel,1,0.01404938042930871,1.0
linear_proj_down -> speculative,1,0.01241755041856607,1.0
speculative -> linear_proj,1,0.01241755041856607,1.0
input -> basis_expansion,1,0.01526029766552954,1.0
basis_expansion -> tropical_matmul,1,0.01526029766552954,1.0
cos -> tropical_matmul,1,0.013919523502286228,1.0
fused_linear_gelu -> split2,1,0.01699679953705964,1.0
clifford_attention -> tied_proj,1,0.015666820880641134,1.0
tied_proj -> tropical_moe,1,0.015666820880641134,1.0
tropical_add -> rotor_transform,1,0.014086990161435642,1.0
split2 -> block_sparse_linear,1,0.013841071403829718,1.0
bottleneck_proj -> sub,1,0.013275970607906834,1.0
sub -> geometric_product,1,0.013275970607906834,1.0
moe_2expert -> silu,1,0.012555354893765917,1.0
silu -> padic_gate,1,0.012555354893765917,1.0
poincare_add -> grouped_linear,1,0.014638767283021614,1.0
grouped_linear -> tied_proj,1,0.014638767283021614,1.0
lif_neuron -> neg,1,0.016367093326288017,1.0
geometric_product -> geometric_product,1,0.016367093326288017,1.0
tropical_moe -> cos,1,0.016367093326288017,1.0
rwkv_channel -> poincare_add,1,0.011247191323392558,1.0
tropical_attention -> nm_sparse_linear,1,0.014286554997836393,1.0
tropical_moe -> conv1d_seq,1,0.011100472483023288,1.0
poincare_add -> shared_basis_proj,1,0.014871714236197651,1.0
linear_proj_down -> grade_mix,1,0.015564099489564465,1.0
grade_mix -> linear_proj,1,0.015564099489564465,1.0
grade_mix -> tropical_attention,1,0.010970690516630596,1.0
tropical_attention -> geometric_product,1,0.010970690516630596,1.0
poincare_add -> spike_rate_code,1,0.01371580080617235,1.0
spike_rate_code -> silu,1,0.01371580080617235,1.0
spike_rate_code -> tropical_add,1,0.013138148417987527,1.0
tropical_add -> linear_proj_down,1,0.013138148417987527,1.0
token_merging -> mul,1,0.01421075357904276,1.0
linear_proj_up -> progressive_compression_gate,1,0.01421075357904276,1.0
low_rank_proj -> grade_mix,1,0.014190786826327203,1.0
grade_mix -> padic_residual,1,0.014190786826327203,1.0
padic_gate -> grade_mix,1,0.011698287521882015,1.0
tropical_moe -> grade_mix,1,0.011698287521882015,1.0
tropical_gate -> block_sparse_linear,1,0.012785099263796831,1.0
